system:index,ID,Latitude,Longitude,Ref_Code,Strata_Code,Type1,Type2,Type3,Year1,Year2,Year3,tree_canopy_cover_2000,tree_canopy_cover_2015,.geo
000000000000000000ea,235,-1.26837626542426,-62.402144947581,1,1,,,,,,,79.0,80.0,"{""type"":""Point"",""coordinates"":[-62.40214502257242,-1.2683779173495198]}"
000000000000000000ec,237,-12.0123168950348,-68.3127001910587,1,1,,,,,,,79.0,78.0,"{""type"":""Point"",""coordinates"":[-68.31270130531914,-12.01231881866521]}"
000000000000000000ed,238,3.61432662988473,-68.5614436932349,1,1,,,,,,,82.0,81.0,"{""type"":""Point"",""coordinates"":[-68.56144333938352,3.6143288179716095]}"
000000000000000000f0,241,4.98282013371403,-59.752474185504,1,1,,,,,,,70.33333333333333,77.0,"{""type"":""Point"",""coordinates"":[-59.75247583099802,4.982818013072043]}"
000000000000000000f2,243,2.09464666373795,-66.2173797908198,1,1,,,,,,,75.0,79.0,"{""type"":""Point"",""coordinates"":[-66.21737863850703,2.094644883451988]}"
000000000000000000f3,244,-4.27000695578477,-73.4349837727102,1,1,,,,,,,79.0,73.0,"{""type"":""Point"",""coordinates"":[-73.43498216293877,-4.270008414173453]}"
000000000000000000f4,245,-2.54200767525042,-75.3478563387417,1,1,,,,,,,78.0,79.0,"{""type"":""Point"",""coordinates"":[-75.34785625104809,-2.542008655739999]}"
000000000000000000f5,246,0.938245398489529,-69.6938599404123,1,1,,,,,,,79.0,77.0,"{""type"":""Point"",""coordinates"":[-69.69385880651241,0.9382439117566008]}"
000000000000000000f6,247,6.00366562258865,-62.2579653444777,1,1,,,,,,,78.0,77.0,"{""type"":""Point"",""coordinates"":[-62.2579644491103,6.003666771843729]}"
000000000000000000f7,248,-4.66185208271816,-60.2297490959635,1,1,,,,,,,80.0,79.0,"{""type"":""Point"",""coordinates"":[-60.22975125315255,-4.661851919245009]}"
000000000000000000fa,251,-5.69239937666129,-64.887693507247,1,1,,,,,,,79.0,80.0,"{""type"":""Point"",""coordinates"":[-64.88769254077368,-5.692399222807939]}"
000000000000000000fc,253,7.45139053447738,-65.4078180567597,1,1,,,,,,,44.0,48.0,"{""type"":""Point"",""coordinates"":[-65.40781992405182,7.451389733562841]}"
000000000000000000fe,255,-1.76505478601453,-77.7377343206476,1,1,,,,,,,79.0,,"{""type"":""Point"",""coordinates"":[-77.73773375614768,-1.765054888187589]}"
000000000000000000ff,256,2.17360857721215,-54.6277651525853,1,1,,,,,,,70.0,74.0,"{""type"":""Point"",""coordinates"":[-54.627764763304285,2.1736066449064078]}"
00000000000000000104,261,-5.79992771617053,-53.7311566674928,1,1,,,,,,,74.0,73.0,"{""type"":""Point"",""coordinates"":[-53.73115547808369,-5.7999259856107335]}"
00000000000000000105,262,3.87061598044434,-65.4417743744999,1,1,,,,,,,76.0,76.0,"{""type"":""Point"",""coordinates"":[-65.44177597857382,3.870615651018412]}"
00000000000000000108,265,-12.7345623834677,-66.6531525351524,1,1,,,,,,,69.0,74.0,"{""type"":""Point"",""coordinates"":[-66.65315320715713,-12.734563875392892]}"
0000000000000000010d,270,2.56060280161129,-68.1647476637621,1,1,,,,,,,79.0,79.0,"{""type"":""Point"",""coordinates"":[-68.1647483323658,2.560603107132868]}"
0000000000000000010f,272,-4.25195081857394,-75.8590875669415,1,1,,,,,,,80.0,80.0,"{""type"":""Point"",""coordinates"":[-75.8590877277246,-4.251949054906996]}"
00000000000000000111,274,1.12904756483674,-65.6632989235669,1,1,,,,,,,78.0,78.0,"{""type"":""Point"",""coordinates"":[-65.66329965980795,1.12904884583355]}"
00000000000000000112,275,-9.73266219852202,-58.7000978301428,1,1,,,,,,,77.0,77.0,"{""type"":""Point"",""coordinates"":[-58.70009676867742,-9.732661373404701]}"
00000000000000000113,276,-12.973334585987,-66.834791885604,1,1,,,,,,,78.0,71.0,"{""type"":""Point"",""coordinates"":[-66.8347902294682,-12.973335359501759]}"
00000000000000000114,277,5.2113515419943,-57.816694579727,1,1,,,,,,,73.0,68.0,"{""type"":""Point"",""coordinates"":[-57.81669534077715,5.211351401162198]}"
00000000000000000115,278,-2.18789179025009,-66.1942032564892,1,1,,,,,,,65.0,73.0,"{""type"":""Point"",""coordinates"":[-66.19420469033227,-2.1878936046816477]}"
00000000000000000116,279,-2.31724919116345,-68.278204884148,1,1,,,,,,,80.0,79.0,"{""type"":""Point"",""coordinates"":[-68.27820569956968,-2.3172476671410593]}"
00000000000000000117,280,-12.4340759209294,-67.8639917066345,1,1,,,,,,,81.0,79.0,"{""type"":""Point"",""coordinates"":[-67.86399088451299,-12.434073973603281]}"
00000000000000000118,281,-0.669559297029485,-70.0552521792187,1,1,,,,,,,79.0,80.0,"{""type"":""Point"",""coordinates"":[-70.05525111048999,-0.6695607777812193]}"
00000000000000000119,282,-0.178270668143939,-75.1373810676695,1,1,,,,,,,81.0,79.0,"{""type"":""Point"",""coordinates"":[-75.13738222222437,-0.1782704010157128]}"
0000000000000000011a,283,-14.6997168990099,-66.9574119218881,1,1,,,,,,,72.0,79.0,"{""type"":""Point"",""coordinates"":[-66.95741104933691,-14.69971646425281]}"
0000000000000000011d,286,-9.91780497857927,-61.280238989228,1,1,,,,,,,77.0,78.0,"{""type"":""Point"",""coordinates"":[-61.28023965662649,-9.917803249143773]}"
0000000000000000011e,287,-4.88202915885612,-73.6220130148665,1,1,,,,,,,79.0,79.0,"{""type"":""Point"",""coordinates"":[-73.62201469752449,-4.882028951961005]}"
00000000000000000123,292,-4.73299865322051,-74.6018953267982,1,1,,,,,,,81.0,73.0,"{""type"":""Point"",""coordinates"":[-74.60189323581712,-4.732996876552737]}"
00000000000000000124,293,-4.78123818397779,-55.162442409701,1,1,,,,,,,73.0,71.0,"{""type"":""Point"",""coordinates"":[-55.16244219331981,-4.78123989084997]}"
00000000000000000125,294,-4.718715440203,-66.1974371915121,1,1,,,,,,,27.0,80.0,"{""type"":""Point"",""coordinates"":[-66.19743753859602,-4.718714375878551]}"
00000000000000000126,295,-6.03654396200789,-74.0766503801659,1,1,,,,,,,80.0,80.0,"{""type"":""Point"",""coordinates"":[-74.07665126363068,-6.036543723910785]}"
00000000000000000127,296,-6.40925497338952,-50.4150257961179,1,1,,,,,,,74.0,76.0,"{""type"":""Point"",""coordinates"":[-50.41502458396023,-6.409253226362005]}"
00000000000000000128,297,3.85282933781875,-57.284981763049,1,1,,,,,,,70.0,73.0,"{""type"":""Point"",""coordinates"":[-57.28498321296217,3.8528282969162158]}"
0000000000000000012a,299,2.42720298191939,-65.7136944110067,1,1,,,,,,,79.0,79.0,"{""type"":""Point"",""coordinates"":[-65.713696419914,2.4272046400179814]}"
0000000000000000012b,300,-2.89908800068835,-62.1757694959796,1,1,,,,,,,81.0,80.0,"{""type"":""Point"",""coordinates"":[-62.17576983939213,-2.899089008998891]}"
0000000000000000012f,304,-4.99818132509291,-68.978621311186,1,1,,,,,,,79.0,80.0,"{""type"":""Point"",""coordinates"":[-68.97862345664075,-4.998179616201165]}"
00000000000000000130,305,-0.62482319588028,-75.766381429619,1,1,,,,,,,79.0,78.0,"{""type"":""Point"",""coordinates"":[-75.76638301682345,-0.6248226169119967]}"
00000000000000000132,307,-3.94930839935372,-68.38169080488,1,1,,,,,,,79.0,78.0,"{""type"":""Point"",""coordinates"":[-68.38169251681806,-3.949309866409626]}"
00000000000000000134,309,0.188511462362493,-67.0428417054091,1,1,,,,,,,80.0,80.0,"{""type"":""Point"",""coordinates"":[-67.04284296641988,0.18851295613547797]}"
00000000000000000135,310,-11.3251057026825,-59.9117454853807,1,1,,,,,,,78.0,78.0,"{""type"":""Point"",""coordinates"":[-59.911746002425005,-11.325104459813401]}"
00000000000000000136,311,-10.8834040774804,-60.5782055946785,1,1,,,,,,,78.0,78.0,"{""type"":""Point"",""coordinates"":[-60.578207704974076,-10.883403745863264]}"
00000000000000000137,312,5.97914161533216,-60.6183602878792,1,1,,,,,,,63.0,,"{""type"":""Point"",""coordinates"":[-60.61836190996036,5.979141716049776]}"
00000000000000000139,314,-13.7074378361703,-70.0598335871678,1,1,,,,,,,64.0,67.0,"{""type"":""Point"",""coordinates"":[-70.05983506637293,-13.707437165930553]}"
0000000000000000013a,315,2.74358962498666,-68.4938005523398,1,1,,,,,,,80.0,67.0,"{""type"":""Point"",""coordinates"":[-68.49379877640274,2.7435912370631264]}"
0000000000000000013d,318,-9.52461237871969,-68.6994249208777,1,1,,,,,,,80.0,73.0,"{""type"":""Point"",""coordinates"":[-68.69942576238134,-9.524613095554077]}"
0000000000000000013e,319,-5.69212988207606,-71.7234236618526,1,1,,,,,,,79.0,76.0,"{""type"":""Point"",""coordinates"":[-71.72342311008936,-5.692131676744733]}"
0000000000000000013f,320,-2.30242698897546,-70.5530086781565,1,1,,,,,,,75.0,80.0,"{""type"":""Point"",""coordinates"":[-70.553007183783,-2.302425615239405]}"
00000000000000000142,323,-8.6277343990537,-73.6540828705101,1,1,,,,,,,79.0,79.0,"{""type"":""Point"",""coordinates"":[-73.65408455230089,-8.627736264270291]}"
00000000000000000145,326,-2.520987097602,-65.9055745556974,1,1,,,,,,,79.0,77.0,"{""type"":""Point"",""coordinates"":[-65.90557599734483,-2.520988453374055]}"
00000000000000000146,327,-2.720682585262,-58.3634990931784,1,1,,,,,,,77.0,74.0,"{""type"":""Point"",""coordinates"":[-58.36349706655701,-2.7206803758505216]}"
00000000000000000147,328,-9.47502537503623,-61.1551935016768,1,1,,,,,,,78.0,79.0,"{""type"":""Point"",""coordinates"":[-61.1551930857847,-9.475023432738702]}"
00000000000000000148,329,-11.8039975806472,-63.3906510862403,1,1,,,,,,,75.0,73.0,"{""type"":""Point"",""coordinates"":[-63.39065192140347,-11.803998535650328]}"
00000000000000000149,330,-10.0412334986174,-64.7960653482655,1,1,,,,,,,79.0,75.0,"{""type"":""Point"",""coordinates"":[-64.79606693232748,-10.041235625404209]}"
0000000000000000014a,331,-6.77064721219123,-63.7409940470519,1,1,,,,,,,78.0,79.0,"{""type"":""Point"",""coordinates"":[-63.74099457297061,-6.770645530339579]}"
0000000000000000014b,332,-7.89120569760324,-58.2877711147261,1,1,,,,,,,76.0,79.0,"{""type"":""Point"",""coordinates"":[-58.287772612467386,-7.891204247767368]}"
0000000000000000014c,333,5.48542753517949,-65.3390969375235,1,1,,,,,,,77.0,78.0,"{""type"":""Point"",""coordinates"":[-65.33909625861612,5.485425588311196]}"
0000000000000000014d,334,2.45819485922155,-53.9491777869517,1,1,,,,,,,80.0,71.0,"{""type"":""Point"",""coordinates"":[-53.94917876499088,2.45819539233943]}"
0000000000000000014e,335,-0.455850090937198,-73.4352532672954,1,1,,,,,,,79.0,80.0,"{""type"":""Point"",""coordinates"":[-73.43525416810301,-0.45584944159271873]}"
00000000000000000152,339,3.05135244132637,-55.3621378973636,1,1,,,,,,,62.0,83.0,"{""type"":""Point"",""coordinates"":[-55.36213857489733,3.051353932670908]}"
00000000000000000153,340,-5.55711309487273,-58.5074092016964,1,1,,,,,,,79.0,79.0,"{""type"":""Point"",""coordinates"":[-58.507410093955926,-5.557114555947445]}"
00000000000000000155,342,-3.84528348945256,-46.3895851763921,1,1,,,,,,,73.0,,"{""type"":""Point"",""coordinates"":[-46.389584485265125,-3.845283497933786]}"
00000000000000000157,344,-1.97822500293634,-74.6134835939635,1,1,,,,,,,80.0,79.0,"{""type"":""Point"",""coordinates"":[-74.61348243945503,-1.9782266731486224]}"
00000000000000000159,346,5.6226002790647,-59.312928516978,1,1,,,,,,,50.0,,"{""type"":""Point"",""coordinates"":[-59.3129288628567,5.62260091401835]}"
0000000000000000015b,348,-9.48284071800808,-73.2873007399988,1,1,,,,,,,75.0,79.0,"{""type"":""Point"",""coordinates"":[-73.28730119514968,-9.482840236885393]}"
0000000000000000015c,349,-5.62960713830126,-75.117707962947,1,1,,,,,,,79.0,79.0,"{""type"":""Point"",""coordinates"":[-75.1177086683766,-5.629606161773315]}"
0000000000000000015e,351,2.92549847002107,-65.1577270816572,1,1,,,,,,,80.0,78.0,"{""type"":""Point"",""coordinates"":[-65.15772678236826,2.925500264538451]}"
0000000000000000015f,352,-6.88841634593943,-55.6197747208528,1,1,,,,,,,78.0,79.0,"{""type"":""Point"",""coordinates"":[-55.61977651556333,-6.888414848262141]}"
00000000000000000161,354,0.256963087012481,-51.6600907799255,1,1,,,,,,,77.0,,"{""type"":""Point"",""coordinates"":[-51.66009032100234,0.2569646164069257]}"
00000000000000000162,355,-3.09716652083694,-72.9240220390956,1,1,,,,,,,76.0,79.0,"{""type"":""Point"",""coordinates"":[-72.9240226914265,-3.09716673689401]}"
00000000000000000165,358,-3.01146724273183,-65.2366889951324,1,1,,,,,,,77.0,81.0,"{""type"":""Point"",""coordinates"":[-65.23668854382268,-3.0114672737478343]}"
00000000000000000167,360,-6.4933372839832,-65.6810855661927,1,1,,,,,,,79.0,80.0,"{""type"":""Point"",""coordinates"":[-65.68108701391014,-6.493338494926834]}"
00000000000000000168,361,3.13139233314151,-51.5250739927204,1,1,,,,,,,53.0,73.0,"{""type"":""Point"",""coordinates"":[-51.52507320020505,3.1313903374792083]}"
0000000000000000016a,363,-9.8539347618783,-65.3679328581442,1,1,,,,,,,79.0,79.0,"{""type"":""Point"",""coordinates"":[-65.36793326512876,-9.853935544755267]}"
0000000000000000016c,365,-0.121676805244343,-64.9925269009052,1,1,,,,,,,79.0,79.0,"{""type"":""Point"",""coordinates"":[-64.9925260065402,-0.12167549044537768]}"
0000000000000000016d,366,-12.5822979428093,-73.3234130144209,1,1,,,,,,,39.0,66.0,"{""type"":""Point"",""coordinates"":[-73.32341099548049,-12.582298951720876]}"
0000000000000000016f,368,-11.2992342224998,-72.3925787170029,1,1,,,,,,,81.0,79.0,"{""type"":""Point"",""coordinates"":[-72.39257810967472,-11.299232755501306]}"
00000000000000000170,369,-12.5262430690802,-67.0646707668135,1,1,,,,,,,84.0,80.0,"{""type"":""Point"",""coordinates"":[-67.06467026607649,-12.526243592378005]}"
00000000000000000171,370,-2.60291345151379,-60.9767880862481,1,1,,,,,,,80.0,77.0,"{""type"":""Point"",""coordinates"":[-60.976788911737394,-2.602915517029016]}"
00000000000000000173,372,-2.7810493723549,-70.2099420711463,1,1,,,,,,,78.0,76.0,"{""type"":""Point"",""coordinates"":[-70.20994178513509,-2.781047685912072]}"
00000000000000000176,375,-2.13560984071427,-71.3819740223539,1,1,,,,,,,80.0,79.0,"{""type"":""Point"",""coordinates"":[-71.3819719060228,-2.135610644829995]}"
00000000000000000177,376,-5.62799017078985,-69.3416305175039,1,1,,,,,,,79.0,80.0,"{""type"":""Point"",""coordinates"":[-69.34162995519968,-5.627991967191967]}"
00000000000000000178,377,-10.1463363868595,-60.1586025254602,1,1,,,,,,,78.0,77.0,"{""type"":""Point"",""coordinates"":[-60.15860183674376,-10.146336637233928]}"
00000000000000000179,378,8.14345262936388,-60.1195258106005,1,1,,,,,,,47.0,63.0,"{""type"":""Point"",""coordinates"":[-60.11952673421242,8.143451135259749]}"
0000000000000000017a,379,-8.14668656440713,-60.6415368222098,1,1,,,,,,,77.0,79.0,"{""type"":""Point"",""coordinates"":[-60.64153585813511,-8.146688442624551]}"
0000000000000000017c,381,-0.485225000727941,-74.3744418968558,1,1,,,,,,,76.0,78.0,"{""type"":""Point"",""coordinates"":[-74.37444340928295,-0.4852259993328201]}"
0000000000000000017d,382,-0.362874459030718,-58.6111646170137,1,1,,,,,,,81.0,80.0,"{""type"":""Point"",""coordinates"":[-58.6111644572675,-0.3628727255273187]}"
00000000000000000180,385,-7.02774504650654,-54.9719097379365,1,1,,,,,,,76.0,78.0,"{""type"":""Point"",""coordinates"":[-54.971909264407124,-7.02774391977811]}"
00000000000000000184,389,3.68601218955756,-61.987392780897,1,1,,,,,,,78.0,75.0,"{""type"":""Point"",""coordinates"":[-61.987390656288255,3.686013326506807]}"
00000000000000000188,393,3.22706291090035,-55.6467241793767,1,1,,,,,,,64.0,66.0,"{""type"":""Point"",""coordinates"":[-55.6467228632293,3.2270648096819423]}"
00000000000000000189,394,-2.07173962401329,-72.9636377431259,1,1,,,,,,,80.0,78.0,"{""type"":""Point"",""coordinates"":[-72.96363734518532,-2.0717384813404363]}"
0000000000000000018b,396,0.14431435038376,-60.414622381438,1,1,,,,,,,80.0,79.0,"{""type"":""Point"",""coordinates"":[-60.41462112372735,0.1443143464937224]}"
0000000000000000018d,398,-5.36523295018458,-58.9884570363494,1,1,,,,,,,79.0,79.0,"{""type"":""Point"",""coordinates"":[-58.98845791560166,-5.365234978516615]}"
0000000000000000018e,399,1.61925821538134,-69.189905066014,1,1,,,,,,,80.0,77.0,"{""type"":""Point"",""coordinates"":[-69.18990458275512,1.6192601201441221]}"
0000000000000000018f,400,-0.230283123094521,-67.9548113818603,1,1,,,,,,,79.0,80.0,"{""type"":""Point"",""coordinates"":[-67.95480939566852,-0.23028135570310548]}"
00000000000000000190,401,-3.57039901251166,-68.6269308774482,1,1,,,,,,,79.0,80.0,"{""type"":""Point"",""coordinates"":[-68.62692969745441,-3.570397754393061]}"
00000000000000000191,402,-3.58441273094394,-55.693077248038,1,1,,,,,,,70.0,,"{""type"":""Point"",""coordinates"":[-55.69307521867987,-3.584412709004042]}"
00000000000000000192,403,2.3177881803135,-68.8312077730599,1,1,,,,,,,78.0,,"{""type"":""Point"",""coordinates"":[-68.83120557581383,2.3177872183685255]}"
00000000000000000193,404,-6.71513132763257,-74.9034597676814,1,1,,,,,,,71.0,37.0,"{""type"":""Point"",""coordinates"":[-74.90345778096061,-6.715129722224178]}"
00000000000000000197,408,2.46924413721623,-53.9863680397148,1,1,,,,,,,60.0,68.5,"{""type"":""Point"",""coordinates"":[-53.98636766777662,2.4692450447498686]}"
00000000000000000198,409,-9.33300172861677,-64.0226158886275,1,1,,,,,,,78.0,78.0,"{""type"":""Point"",""coordinates"":[-64.02261801820308,-9.333001064186453]}"
00000000000000000199,410,-6.67255118316526,-70.3101940568555,1,1,,,,,,,79.0,79.0,"{""type"":""Point"",""coordinates"":[-70.3101957541197,-6.672549766264824]}"
0000000000000000019a,411,3.58522121467923,-68.9128646323875,1,1,,,,,,,80.0,74.0,"{""type"":""Point"",""coordinates"":[-68.91286509340559,3.5852198062947163]}"
0000000000000000019d,414,-0.123832761926232,-66.4534570474898,1,1,,,,,,,79.0,,"{""type"":""Point"",""coordinates"":[-66.45345682557962,-0.12383369535524547]}"
0000000000000000019e,415,-7.96477771937271,-72.5577788977548,1,1,,,,,,,78.0,80.0,"{""type"":""Point"",""coordinates"":[-72.55777888550278,-7.964779415149226]}"
000000000000000001a1,418,-11.5312690603882,-58.1581442192258,1,1,,,,,,,56.0,72.0,"{""type"":""Point"",""coordinates"":[-58.15814208574267,-11.531270997019469]}"
000000000000000001a2,419,5.12187933969589,-56.3129147940893,1,1,,,,,,,78.0,74.0,"{""type"":""Point"",""coordinates"":[-56.31291701971517,5.121879538524806]}"
000000000000000001a3,420,1.60254955109669,-65.6765041582437,1,1,,,,,,,78.0,83.0,"{""type"":""Point"",""coordinates"":[-65.67650305802721,1.6025474093958072]}"
000000000000000001a4,421,-8.61560714271807,-65.0954738324668,1,1,,,,,,,80.0,78.0,"{""type"":""Point"",""coordinates"":[-65.09547327256111,-8.615607509404919]}"
000000000000000001a7,424,-10.5780667124078,-60.3367384463037,1,1,,,,,,,78.0,78.0,"{""type"":""Point"",""coordinates"":[-60.336738464727866,-10.578066801228555]}"
000000000000000001a8,425,-2.73388781993857,-69.6245998320057,1,1,,,,,,,77.0,80.0,"{""type"":""Point"",""coordinates"":[-69.6246000489503,-2.7338882331708283]}"
000000000000000001ab,428,-5.51345497206447,-60.7253496382194,1,1,,,,,,,77.0,80.0,"{""type"":""Point"",""coordinates"":[-60.72534912153568,-5.513455497533158]}"
000000000000000001ac,429,-6.94015930630478,-60.12464620772,1,1,,,,,,,79.0,79.0,"{""type"":""Point"",""coordinates"":[-60.12464578222177,-6.940158256886325]}"
000000000000000001ae,431,-7.2525035305935,-68.2693115628351,1,1,,,,,,,80.0,81.0,"{""type"":""Point"",""coordinates"":[-68.26930979296806,-7.2525049083770465]}"
000000000000000001af,432,-5.03941399663404,-51.7277339208206,1,1,,,,,,,68.0,66.0,"{""type"":""Point"",""coordinates"":[-51.7277348839831,-5.039412923642379]}"
000000000000000001b0,433,0.333499549219554,-61.5157772567275,1,1,,,,,,,77.0,76.0,"{""type"":""Point"",""coordinates"":[-61.51577829247161,0.33350062688827065]}"
000000000000000001b2,435,-7.91033981315501,-63.4275718444181,1,1,,,,,,,76.0,78.0,"{""type"":""Point"",""coordinates"":[-63.42757327812599,-7.910338250387705]}"
000000000000000001b4,437,3.00931128602952,-55.9466716527486,1,1,,,,,,,67.0,,"{""type"":""Point"",""coordinates"":[-55.94667321379145,3.0093090688379664]}"
000000000000000001b7,440,-3.36504413856169,-54.9587045032597,1,1,,,,,,,40.0,66.0,"{""type"":""Point"",""coordinates"":[-54.95870586618787,-3.365042773578718]}"
